CD_CVM,CNPJ,DENOM_SOCIAL,SIT,DT_INI_SIT,TP_ENDER,LOGRADOURO,COMPL,BAIRRO,MUN,UF,CEP
13439,50.696.344/0001-55,BGM AUDITORES INDEPENDENTES S/S LTDA,ATIVO,2023-12-01,SEDE,"Rua Luigi Galvani, 42","Conjunto 35, 3º andar, Edifício Berrini Sul",Cidade Monções,SÃO PAULO,SP,4575020
7366,47.174.537/0001-31,BINAH SP AUDITORES INDEPENDENTES,ATIVO,1998-11-04,SEDE,"RUA ESTELA, 515","BL. C, 14º AND - CJ.142",VL. MARIANA,SÃO PAULO,SP,4011002
5363,40.262.602/0001-31,"BKR - LOPES, MACHADO AUDITORES",ATIVO,1992-01-28,SEDE,"AV. GRAÇA ARANHA, 416","11º ANDAR- PARTE SLS 1101 A 1107, SLS 1111 A 1119 - 1121 A 1125",CENTRO,RIO DE JANEIRO,RJ,20030001
5363,40.262.602/0001-31,"BKR - LOPES, MACHADO AUDITORES",ATIVO,1992-01-28,FILIAL MG,"AV.  PRUDENTE DE MORAES, 444",SL. 504,,BELO HORIZONTE,MG,30380000
10855,06.096.033/0001-63,BLB - AUDITORES INDEPENDENTES,ATIVO,2008-01-30,SEDE,"AV. PRESIDENTE VARGAS, 2121",CONJ. 603,JD. AMÉRICA,RIBEIRÃO PRETO,SP,14020260
10855,06.096.033/0001-63,BLB - AUDITORES INDEPENDENTES,ATIVO,2008-01-30,FILIAL GOIANIA,"AV. 136, 761","QUADRA F44, LOTE 2E - SL. A1",SETOR SUL,GOIÂNIA,GO,74093250
13463,33.761.508/0001-61,BLB BRASIL AUDITORES INDEPENDENTES SP,ATIVO,2024-01-08,SEDE,"AL. JOAQUIM EUGÊNIO DE LIMA, 680",CONJUNTO 63,JARDIM PAULISTA,SÃO PAULO,SP,1403901
11185,10.583.758/0001-53,BORN AUDITORES INDEPENDENTES,ATIVO,2009-04-01,SEDE,"Avenida Barbacena, 472",sala 903,Barro Preto,BELO HORIZONTE,MG,30190130
3190,62.650.403/0001-33,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",ATIVO,1978-11-01,SEDE,"RUA BARÃO DE ITAPETININGA, 140",4 AND CJ. 42,CENTRO,SÃO PAULO,SP,1042020
3190,62.650.403/0001-33,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",ATIVO,1978-11-01,FILIAL RJ,"AV. RIO BRANCO, 122",21º ANDAR,CENTRO,RIO DE JANEIRO,RJ,20040001
3190,62.650.403/0001-33,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",ATIVO,1978-11-01,FILIAL MG,"AV. AUGUSTO DE LIMA, 1646",17º AND / SL. 1709,BARRO PRETO,BELO HORIZONTE,MG,30190003
3190,62.650.403/0001-33,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",ATIVO,1978-11-01,FILIAL SÃO PAULO,"RUA ARANDU, 281",9º AND/ CJS. 91/2,BROOKLIN,SÃO PAULO,SP,4562030
3190,62.650.403/0001-33,"BOUCINHAS, CAMPOS & CONTI AUDITORES INDEPENDENTES S/S",ATIVO,1978-11-01,ENDERECO INFO DIVDAT_MULTA,"RUA BARÃO DE ITAPETININGA, 140",4º ANDAR,CENTRO,SÃO PAULO,SP,1042020
12378,20.289.662/0001-30,BRAVAU AUDITORES INDEPENDENTES S/S - EPP,ATIVO,2015-05-28,SEDE,"RUA 123, 41","QUADRA F37, LOTE 03, SALA 2",SETOR SUL,GOIÂNIA,GO,74093040
9652,05.453.629/0001-00,C SERV & AUDITORES ASSOCIADOS,ATIVO,2003-02-27,SEDE,"RUA GUAIANAZES, 1278",CASA,PORTÃO,CURITIBA,PR,80320240
3786,89.324.610/0001-54,CAPITAL AUDITORIA CONTÁBIL E FISCAL S/S,ATIVO,1978-11-01,SEDE,"R ANDRE PUENTE, 238",,INDEPENDENCIA,PORTO ALEGRE,RS,90035150
12394,21.106.824/0001-10,CARRARO & ASSOCIADOS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,ATIVO,2015-08-25,SEDE,"AV. ALBERTO BINS, 325",CONJ 49,CENTRO HISTÓRICO,PORTO ALEGRE,RS,90030142
8842,24.519.787/0001-60,CASS AUDITORES E CONSULTORES S/S LTDA  - AUDITORES INDEPENDENTES,ATIVO,2000-11-30,SEDE,"Rua Raimundo Chaves, 2182","Centro Empresarial Candelária, Sala 501",Candelária,NATAL,RN,59064390
2453,17.275.579/0001-06,CASTRO SERRA NIRDO - AUDITORES INDEPENDENTES,ATIVO,1978-11-01,SEDE,"Rua Major Lopes, 460",TERREO,São Pedro,BELO HORIZONTE,MG,30330050
11355,10.893.640/0001-21,CEC AUDITORES INDEPENDENTES S/S,ATIVO,2009-11-04,SEDE,"Avenida República Argentina, 2403",9º Andar - Cj 95,Portão,CURITIBA,PR,80610260
11088,09.631.256/0001-71,CHRONUS - AUDITORES INDEPENDENTES S/S,ATIVO,2008-11-24,SEDE,"RUA DO SOSSEGO, 298",,BOA VISTA,RECIFE,PE,50050080
13498,54.080.721/0001-88,CLA - CLIFTON LARSON ALLEN BRASIL AUDITORES INDEPENDETES LTDA,ATIVO,2024-09-17,SEDE,"Avenida das Nações Unidas, 11541, 11541","18º andar, conjunto 182",Brooklin Paulista,SÃO PAULO,SP,4578907
10308,04.872.241/0001-81,CND CONAUD - AUDITORES INDEPENDENTES S/S,ATIVO,2005-07-26,SEDE,"AV. COSTÁBILE ROMANO, 2810","T, SALA 04",RIBEIRÂNIA,RIBEIRÃO PRETO,SP,14096275
7021,38.756.912/0001-60,COKINOS & ASSOCIADOS AUDITORES INDEPENDENTES,ATIVO,1998-01-05,SEDE,"R ESTELA, 515",BL. F - S/191/2,VILA MARIANA,SÃO PAULO,SP,4011002
12750,28.455.792/0001-08,CONATUS AUDITORES INDEPENDENTES S/S,ATIVO,2017-12-14,SEDE,"AVENIDA ANGÉLICA, 2491","5º ANDAR, SALA 58",CONSOLAÇÃO,SÃO PAULO,SP,1227902
11886,15.417.635/0001-66,CONCEPT AUDITORES INDEPENDENTES S/S,ATIVO,2012-08-08,SEDE,"RUA ARMIN PRUSSE, 41",,CENTRO,CURITIBA,PR,80060010
9636,05.452.311/0001-05,CONFIANCE AUDITORES INDEPENDENTES,ATIVO,2003-02-14,SEDE,"AV. VEREADOR JOSÉ DINIZ, 3725","4º ANDAR, CJ. 43",CAMPO BELO,SÃO PAULO,SP,4603004
2909,89.859.466/0001-50,CONFIDOR AUDITORES ASSOCIADOS,ATIVO,1979-10-25,SEDE,"TRAVESSA AZEVEDO,178",,FLORESTA,PORTO ALEGRE,RS,90220200
10960,09.286.707/0001-80,CONSULCAMP AUDITORIA,ATIVO,2008-06-06,SEDE,"RUA CONCEIÇÃO, 233",23º AND - CJ. 2310,CENTRO,CAMPINAS,SP,13010916
2755,77.998.276/0001-35,CONSULT - AUDITORES INDEPENDENTES,ATIVO,1984-10-03,SEDE,"R  MATEUS LEME, 2004",TÉRREO,CENTRO CÍVICO,CURITIBA,PR,80530010
2755,77.998.276/0001-35,CONSULT - AUDITORES INDEPENDENTES,ATIVO,1984-10-03,FILIAL CASCAVEL,"Rua Natal, 2610",,Recanto Tropical,CASCAVEL,PR,85807100
13471,41.835.722/0001-43,CONSULT AUDITORES E CONSULTORES ASSOCIADOS,ATIVO,2024-05-29,SEDE,"RUA GERMANO PETERSEN JUNIOR, null",Nº 107 - SALA 402,HIGIENÓPOLIS,PORTO ALEGRE,RS,90540140
13471,41.835.722/0001-43,CONSULT AUDITORES E CONSULTORES ASSOCIADOS,ATIVO,2024-05-29,FILIAL CURITIBA,"RUA MATEUS LEME, 2004, null",TÉRREO,CENTRO CÍVICO,CURITIBA,PR,80530070
6025,73.727.240/0001-66,CONTAUD AUDITORES INDEPENDENTES,ATIVO,1994-04-08,SEDE,"RUA COMANDANTE COSTA, 1177",,CENTRO,CUIABÁ,MT,78020400
10707,07.757.896/0001-05,CONTROL AUDITORIA E CONTABILIDADE,ATIVO,2007-05-07,SEDE,"RUA SERRA DE BOCAINA, 454",SLS. 03 / 04,QUARTA PARADA,SÃO PAULO,SP,3174000
6335,23.562.663/0001-03,CONTROLLER AUDITORIA E ASSESSORIA CONTÁBIL S/S,ATIVO,1995-08-09,SEDE,"RUA MONSENHOR BRUNO, 1600",,ALDEOTA,FORTALEZA,CE,60115191
7706,03.061.922/0001-05,CONVICTA AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1999-04-28,SEDE,"RUA DOM VITAL, 115",SALA 15,FAROL,MACEIÓ,AL,57051200
9911,05.957.002/0001-97,COOPERAUDI AUDITORES INDEPENDENTES,ATIVO,2004-01-19,SEDE,"RUA SÃO PAULO, 1071",SL. 1.308,CENTRO,BELO HORIZONTE,MG,30170907
13420,42.695.523/0001-40,CORPORATIVA AUDITORIA E CONSULTORIA LTDA,ATIVO,2023-08-02,SEDE,"AV PAU BRASIL LOTE, Nº 10",SALA 1322,AGUAS CLARAS,BRASÍLIA,DF,71926000
6610,51.703.924/0001-95,COTRIM & ASSOCIADOS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,ATIVO,1996-09-09,SEDE,"R.CLAUDIO SOARES, 72","CJ 1602, 16º ANDAR",PINHEIROS,SÃO PAULO,SP,5422030
8974,04.253.002/0001-43,COUTINHO & ASSOCIADOS AUDITORES INDEPENDENTES S/S,ATIVO,2001-04-11,SEDE,"R DR JOAQUIM AUGUSTO DE CAMARGO, 2",,PARQUE BOTURUSSU,SÃO PAULO,SP,3803020
10154,06.069.388/0001-63,CPN AUDITORES INDEPENDENTES S/S,ATIVO,2004-08-04,SEDE,"RUA JOVINO DO ROSÁRIO, 901",,BOA VISTA,CURITIBA,PR,82560435
12459,22.985.155/0001-67,CROWE MACRO AUDITORES INDEPENDENTES SOCIEDADE SIMPLES,ATIVO,2015-12-07,SEDE,"RUA MACHADO DE ASSIS, 797",8º ANDAR - SALA 812,CENTRO,OSASCO,SP,6018030
10898,07.941.643/0001-89,CSS AUDITORES INDEPENDENTES,ATIVO,2008-04-01,SEDE,"RUA VISCONDE DO RIO BRANCO, 3092",,CENTRO,CASCAVEL,PR,85810180
8362,03.529.911/0001-07,D'AGOSTINI CONSULTORIA E AUDITORIA S/S,ATIVO,2000-02-15,SEDE,"RUA CARLOS MARTINS, 1120","ED., SLS 201, 203 E 204",JARDIM CAMBURI,VITÓRIA,ES,29090060
13005,27.562.285/0001-00,DATASENIOR AUDITORES INDEPENDENTES SS,ATIVO,2020-02-20,SEDE,"RUA MYLTHO ANSELMO DA SILVA, 1497",,MERCÊS,CURITIBA,PR,80810060
10537,02.971.670/0001-80,DAVI & CORRÊA AUDITORES INDEPENDENTES SOCIEDADE SIMPLES,ATIVO,2006-04-18,SEDE,"RUA VICENTE DA FONTOURA, 1399",SL 01/02,RIO BRANCO,PORTO ALEGRE,RS,90640000
6971,26.678.045/0001-03,DCA AUDITORES INDEPENDENTES S/S,ATIVO,1997-10-01,SEDE,AV BELA VISTA,"Quadra 25, Lote 01, Edifício Francisco Marinho",JARDIM DAS ESMERALDAS,APARECIDA DE GOIÂNIA,GO,74905020
6971,26.678.045/0001-03,DCA AUDITORES INDEPENDENTES S/S,ATIVO,1997-10-01,FILIAL GOIANIA,"RUA 1, 522",QUADRA 9 - LOTE 19 -,JARDIM SANTO ANTÔNIO,GOIÂNIA,GO,74853130
7587,61.885.190/0001-66,DE BIASI AUDITORES INDEPENDENTES,ATIVO,1999-03-19,SEDE,"R. DR. ORLANDO FEIRABEND FILHO, 230","ANEXO B - 7º ANDAR, SLS. 702/4//6/7/8/10/12/14",PARQUE RES AQUARIUS,SÃO JOSÉ DOS CAMPOS,SP,12246190
9660,78.681.202/0001-33,DE CONTO AUDITORES,ATIVO,2003-03-11,SEDE,"RUA RECIFE, 517","1º ANDAR, SALA 02",CENTRO,CASCAVEL,PR,85810030
5770,93.246.528/0001-26,DEGAR AUDITORES ASSOCIADOS S/S,ATIVO,1993-01-04,SEDE,"RUA DR ARNALDO DA SILVA FERREI, 0",ANEXO IA,IPANEMA,PORTO ALEGRE,RS,91760240
8435,73.676.892/0001-19,DEGE AUD ASSOCIADOS S/S,ATIVO,2000-03-14,SEDE,"RUA TEREZINA, 380",SL 1003,ALTO DA GLORIA,GOIÂNIA,GO,74815715
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,SEDE,"AV DR CHUCRI ZAIDAN, 1240","12º AND - ED MORUMBI GOLDEN TOWER (TORRE A), UNID 1203",VILA SÃO FRANCISCO,SÃO PAULO,SP,4711130
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL SP,"AV. JOHN DALTON, 301","COND TECHNO PLAZA CORPORATE - ED. 4 - BL. A - TÉRREO, CJS. 11A E 16A",TECHNO PARK CAMPINAS,CAMPINAS,SP,13069330
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL RJ,"RUA SÃO BENTO, 18","ED ATILA CARVALHARES PINHEIRO, 15º ANDAR",CENTRO,RIO DE JANEIRO,RJ,20090010
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL DF,"SETOR COMERCIAL SUL, 0","Q. 09 / BL. A / ANDAR 11 / ED PARQUE CIDADE CORPORATE, SL 1104",ASA SUL,BRASÍLIA,DF,70308200
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL MG,"RUA ANTÔNIO DE ALBUQUERQUE, 330","ED. CANOPUS CORPORATE, SLS. 1201 / 1202",SAVASSI,BELO HORIZONTE,MG,30112010
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL RS,"AV. CARLOS GOMES, 222",CJ. 201,,PORTO ALEGRE,RS,90480000
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL SC,"RUA ORESTES GUIMARÃES, 538",SLS. 602 / 3 / 4,CENTRO,JOINVILLE,SC,89204060
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL PR,"RUA NUNES MACHADO, 68","18º ANDAR - COND THE FIVE EAST, SLS 1801 / 2",BATEL,CURITIBA,PR,80250000
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL BA,"AV. TANCREDO NEVES, 620","ED. MUNDO PLAZA, SL. 3001",,SALVADOR,BA,41820020
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL PE,"AV. REPÚBLICA DO LÍBANO, 251","SL. 2801 - 28º ANDAR - ED. RIO MAR TRADE CENTER, TORRE B",PINA,RECIFE,PE,51110160
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL CE,"Avenida Dom Luís, 807",20º e 21º andares - sala 2110,Meireles,FORTALEZA,CE,60160230
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL CAMPINAS,"AV. DR. JOSÉ BONIFÁCIO COUTINHO NOGUEIRA, 150","CONDOMÍNIO GALLERIA PLAZA, TÉRREO",JD. MADALENA,CAMPINAS,SP,13091611
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL RIBEIRÃO PRETO,"AV. PRES. VARGAS, 2121","12º ANDAR, SL. 1207",JD. AMÉRICA,RIBEIRÃO PRETO,SP,14020260
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL CURITIBA,"RUA PASTEUR, 463",5º ANDAR,BATEL,CURITIBA,PR,80250080
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL FLORIANÓPOLIS,"AV. TROMPOWSKY, 345",SLS. 501 E 502,CENTRO,FLORIANÓPOLIS,SC,88015300
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL CUIABÁ,"AV. JOSÉ MONTEIRO DE FIGUEIREDO, 500 - GOIABEIRAS SHOPPING CENTER",BLOCO 1 - SL. 224,DUQUE DE CAXIAS,CUIABÁ,MT,78043900
3859,49.928.567/0001-11,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,ATIVO,1978-11-01,FILIAL UBERLANDIA - MG,"AV. DOS VINHEDOS, 71","ED. TORRE EMPRESARIAL SUL, 7º AND / SL. 703",TABAJARAS,UBERLÂNDIA,MG,38400242
7234,93.753.580/0001-79,DICKEL & MAFFI AUDITORIA E CONSULTORIA S/S,ATIVO,1998-09-21,SEDE,"R DR  MÁRIO TOTTA, 714",SALA 301,TRISTEZA,PORTO ALEGRE,RS,91920130
2771,11.501.707/0001-06,DIRECTIVOS AUDITORES INDEPENDENTES,ATIVO,1979-10-25,SEDE,"R SERINHAEM, 105",5º ANDAR,BOA VIAGEM,RECIFE,PE,51021200
5070,35.811.702/0001-30,DNS AUDITORIA E CONSULTORIA,ATIVO,1991-02-18,SEDE,"RUA URUGUAIANA, 10",SALA 2006,CENTRO,RIO DE JANEIRO,RJ,20050090
12823,21.982.029/0001-96,DO AGRO AUDITORES INDEPENDENTES S/S,ATIVO,2018-08-13,SEDE,"AV MILTON JOSE ROBUSTI, 75",SALA 210 A,JARDIM BOTANICO,RIBEIRÃO PRETO,SP,14021613
10758,04.949.981/0001-79,"DOMINUS AUDITORIA, CONSULTORIA E TREINAMENTO S/S - EPP",ATIVO,2007-08-01,SEDE,"RUA CARLOS VASCONCELOS, 1401",,ALDEOTA,FORTALEZA,CE,60115171
13528,49.035.030/0001-22,DOROS AUDITORIA,ATIVO,2025-06-27,SEDE,"RUA HEITOR MAZZINI, 863",SALA 01,GLORIA,GARIBALDI,RS,95720000
9954,05.858.335/0001-69,DRS AUDITORES,ATIVO,2004-02-27,SEDE,"RUA FELICÍSSIMO DE AZEVEDO, 53",CJ 502,HIGIENOPOLIS,PORTO ALEGRE,RS,90540110
6920,00.782.585/0001-49,EAC AUDITORES INDEPENDENTES,ATIVO,1997-08-25,SEDE,"R PEDRO DE TOLEDO, 80",CONJ. 101,VILA CLEMENTINO,SÃO PAULO,SP,4039000
13102,40.221.974/0001-10,ECOVIS WFA AUDITORES INDEPENDENTES S/S,ATIVO,2021-06-29,SEDE,"AVENIDA DAS NAÇÕES UNIDAS, 14401",CONJ 1203 - TORRE C2,VILA GERTRUDES,SÃO PAULO,SP,4794000
12335,21.811.185/0001-94,EMERSON AUDITORES E CONSULTORES S/S - AUDITORES INDEPENDENTES,ATIVO,2015-04-30,SEDE,"AV. AFONSO PENA, 1206",,TIROL,NATAL,RN,59020265
12505,14.197.530/0001-86,EQUITY AUDITORES INDEPENDENTES,ATIVO,2016-04-01,SEDE,"R. IRENE RAMOS GOMES DE MATTOS, 97",,PINA,RECIFE,PE,51011530
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,SEDE,"AV. PRES. JUSCELINO KUBITSCHEK, 1909","SÃO PAULO CORPORATE TOWERS, TORRE NORTE - 8º AND -CONJ 81",VILA NOVA CONCEIÇÃO,SÃO PAULO,SP,4543907
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL DF,"SH/SUL, 0","Q. 06 - CJ. A, SL. 105 (PARTE)",ASA SUL,BRASÍLIA,DF,70316000
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL MG,"AVENIDA DO CONTORNO, 5800","ED. STATEMENT, 16º AND (PARTE) / 17º AND (PARTE)",SAVASSI,BELO HORIZONTE,MG,30110042
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL RS,"AV. NILO PEÇANHA, 2900","9º ANDAR, SLS. 903 / 4",CHÁCARA DAS PEDRAS,PORTO ALEGRE,RS,91330001
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL SC,"RUA SETE DE SETEMBRO, 1600",SLS. 1302 E 1303 (PARTE),CENTRO,BLUMENAU,SC,89010204
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL PR,"RUA EMILIANO PERNETA, 480",14º / CJ. 1401,CENTRO,CURITIBA,PR,80420080
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL BA,"Avenida Tancredo Neves, 620","34º andar, salas 3404 e 3405, Edifício Mundo Plaza",Caminho das Árvores,SALVADOR,BA,41820020
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL PE,"RUA PADRE CARAPUCEIRO, 858",SL 802/CÍCERO DIAS,BOA VIAGEM,RECIFE,PE,51020280
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL CAMPINAS,"AV. JOSÉ DE SOUZA CAMPOS, 894","900, 1º ANDAR (PARTE)",NOVA CAMPINAS,CAMPINAS,SP,13092123
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL RIBEIRÃO PRETO,"AV. LUIZ EDUARDO DE TOLEDO PRADO, 870","TORRE 2 - IGUATEMI EMPRESARIAL, MEZANINO (M1) PART",VILA DO GOLFE,RIBEIRÃO PRETO,SP,14027250
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL GOIANIA,"RUA T 55, 930","QUADRA 99, LOTE 11, SLS. 1113/14/15",SETOR BUENO,GOIÂNIA,GO,74215170
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL FORTALEZA,"AV. WASHINGTON SOARES, 55",SLS 508 / 9 (PARTE,EDSON QUEIROZ,FORTALEZA,CE,60811341
4715,61.366.936/0001-25,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,ATIVO,1989-11-24,FILIAL RIO DE JANEIRO,"PRAIA DE BOTAFOGO, 370",8º ANDAR,BOTAFOGO,RIO DE JANEIRO,RJ,22250040
2119,47.207.295/0001-35,ETAE AUDITORES INDEPENDENTES,ATIVO,1985-02-08,SEDE,"AV. OTTO NIEMEYER, 1031",,TRISTEZA,PORTO ALEGRE,RS,91910001
13161,11.100.267/0001-77,EVIDÊNCIA - AUDITORES INDEPENDENTES LTDA,ATIVO,2022-03-09,SEDE,"RUA RIO BRANCO, 273","74 - B, ED TORRE DE LINS",CENTRO,LINS,SP,16400910
12602,13.026.685/0001-97,EVOLUÇÃO AUDITORES INDEPENDENTES S/S ILIMITADA,ATIVO,2016-09-08,SEDE,"AV. DOUTOR HEITOR PENTEADO, 1611",,PARQUE TAQUARAL,CAMPINAS,SP,13087000
